doc_id,source_file,block_id,original_block_type,new_block_type,caption_text,cleanup_action,caption_cleanup_rule_id,caption_cleanup_reason,confidence,protected_hit,signoff_label,nearby_preview,safe_to_demote
doc_0118,doc_0118.pdf,p15_b0225,table_caption,table_caption,Table 6. The SiaC from E.,skip_keep_as_caption,,Sign-off label is keep_as_caption.,low,false,keep_as_caption,"paragraph: Characteristics of SiaCs are summarized in | paragraph: coli KI-M12 (EcSiaC) shows the highest specific activity (487 U/mg protein). The enzyme’s kcat is 422 s-1 (Komaki et al., 1997). EcSiaC also shows highest affinities for the subst...",false
doc_0119,doc_0119.pdf,p2_b0016,table_caption,paragraph,Table S1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: Bacterial Strains, Plasmids, and Media. Bacterial strains and plasmids used in this study are listed in | paragraph: coli DH5α was used for gene cloning and was propagated in a Luria−Bertani (LB) medium at 37 °C under aeration. A modified terrific broth (MTB) medium (12 g/L tryptone, 24 g/L yeas...",true
doc_0120,doc_0120.pdf,p3_b0025,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: All strains and plasmids used in this study are summarized in | paragraph: coli DH5α was used as a host strain for cloning and construction of plasmids. E. coli K12 MG1655 provided the genomic template for obtaining genes of interest. E. coli C41 (DE3) Z...,true
doc_0123,doc_0123.pdf,p2_b0020,figure_caption,figure_caption,Fig. 1. (A).,skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"paragraph: Wu et al., 2019). The effect of single gene mutation in the LPS | paragraph: Structures of core oligosaccharide in LPS and the genes required for synthesizing this core oligosaccharide in E. coli MG1655. (B). Structures of CA and the genes required for syn...",false
doc_0123,doc_0123.pdf,p5_b0043,table_caption,table_caption,Table 2. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: China), and transcribed into cDNA using HiScript II 1 st Strand cDNA Synthesis Kit (Vazyme Biotech, P.R. China) according to the manu- facturer’s protocol. The mRNA expression was... | paragraph: 8. Determination of intracellular D-glucose-6-phosphate D-glucose-6-phosphate (D-Glc-6-P) was extracted from cells ac- cording to Antonio’s method (Zhu et al., 2009). The cells(ab...",false
doc_0128,doc_0128.pdf,p8_b0095,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: All other chemicals used in the study were commercially available and were of analytical grade. 3.2. Plasmids and Strains The plasmids and strains used in this study are listed in | paragraph: coli BL21 Star (DE3) and E. coli BL21 Star (DE3) ΔlacZ were used as the host strain for protein expression. Chromosomal gene disruption of the host strain was carried out with the...,true
doc_0128,doc_0128.pdf,p8_b0105,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: All other chemicals used in the study were commercially available and were of analytical grade. 3.2. Plasmids and Strains The plasmids and strains used in this study are listed in | paragraph: coli BL21 Star (DE3) and E. coli BL21 Star (DE3) ∆lacZ were used as the host strain for protein expression. Chromosomal gene disruption of the host strain was carried out with the...,true
doc_0129,doc_0129.pdf,p8_b0095,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: All other chemicals used in the study were commercially available and were of analytical grade. 3.2. Plasmids and Strains The plasmids and strains used in this study are listed in | paragraph: coli BL21 Star (DE3) and E. coli BL21 Star (DE3) ΔlacZ were used as the host strain for protein expression. Chromosomal gene disruption of the host strain was carried out with the...,true
doc_0129,doc_0129.pdf,p8_b0105,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: All other chemicals used in the study were commercially available and were of analytical grade. 3.2. Plasmids and Strains The plasmids and strains used in this study are listed in | paragraph: coli BL21 Star (DE3) and E. coli BL21 Star (DE3) ∆lacZ were used as the host strain for protein expression. Chromosomal gene disruption of the host strain was carried out with the...,true
doc_0137,doc_0137.pdf,p6_b0078,table_caption,table_caption,Table 1(continued),skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Human trypsinogen PAOX1 or Content of Kar2p ↑up to 4-fold | paragraph: Recombinant protein Promoter Intracellular accumulation/degradation ER-stress Human trypsinogen Expression of PDI1, HAC1, ERO1, etc. ↑ Human trypsinogen (1, 2, or 3 copies)",false
doc_0137,doc_0137.pdf,p9_b0128,table_caption,table_caption,Table 2(continued),skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Expression in 2-copy strain ↑9.8-fold (KAR2), insignificant change (PDI1, ERO1) (Sallada et al. 2019) | paragraph: Expression in 3-copy strain ↑22-fold (KAR2), ↑7.8-fold (PDI1), 30-fold (ERO1)",false
doc_0140,doc_0140.pdf,p6_b0068,table_caption,table_caption,Table 1. 3.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Currently, 2′-FL has been widely studied due to its simple structure and high content in HMOs. In addition, 42 types of HMO structures have been used in microbial system productio... | paragraph: 1. Engineered E. coli Routes. 3.1.1. The Engineered E. coli Production of 2′-FL. There are three main elements in the production of 2′-FL: lactose transport in cells, over- expres...",false
doc_0145,doc_0145.pdf,p6_b0068,table_caption,table_caption,Table 1. 3.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Currently, 2′-FL has been widely studied due to its simple structure and high content in HMOs. In addition, 42 types of HMO structures have been used in microbial system productio... | paragraph: 1. Engineered E. coli Routes. 3.1.1. The Engineered E. coli Production of 2′-FL. There are three main elements in the production of 2′-FL: lactose transport in cells, over- expres...",false
doc_0150,doc_0150.pdf,p8_b0063,figure_caption,figure_caption,Fig. 6. Fig.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: As result, 22.3 g l 1 obtained at the end of fed-batch fermentation, which was 9.96 times of that in the shake flask. As shown in Table S3, the strain was assimilated by glycerol ... | paragraph: Biosynthesis of 20-FL by batch and fed-batch fermentation. Production of 20-FL from glycerol with batch fermentations using several a1,2-fucosyltransferase including HpFutC1 (A), ...",false
doc_0151,doc_0151.pdf,p2_b0021,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: Construction of Recombinant Plasmids and Strains. All the strains and plasmids used in this study are shown in | paragraph: coli DH5α was used for cloning and plasmid construction, and E. coli BL21 (DE3) was used for gene expression and target product production. All the primers used in this work are l...",true
doc_0151,doc_0151.pdf,p2_b0025,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: Media and Culture Conditions. The media used in this study include Luria-Bertani (LB) medium and defined medium. LB medium contains 5 g of yeast extract, 10 g of tryptone, and 10 ... | paragraph: coli Strains and Plasmids Used in This Study strains or plasmids characteristics source Strains DH5α F−, φ80d, lacZΔM15, endA1, recA1, −), supE44, thi-1, gyrA96, relA1, Δ(lacZYAar...",true
doc_0158,doc_0158.pdf,p8_b0066,table_caption,paragraph,Table 1. The K.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: Yeast Strains and Media. All strains used in this study are listed in | paragraph: phaffii strain CBS7435 (NRRL Y- 11430 or ATCC 76273) was obtained from the ATCC (American Type Culture Collection; Manassas, VA, USA).",true
doc_0161,doc_0161.pdf,p12_b0066,table_caption,table_caption,Table S3. C.,skip_needs_manual_pdf_check,,Sign-off label is needs_manual_pdf_check.,high,false,needs_manual_pdf_check,paragraph: Strains. A full list of all used strains can be found in the | paragraph: cinerea samples were extracted from strains AmutBmut or AmutBmut Dku70. The same Dku70 strain was used to establish all knockout cell lines and is therefore labeled as wildtype (w...,false
doc_0166,doc_0166.pdf,p7_b0069,figure_caption,figure_caption,Fig. 4).,skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"paragraph: To investigate the properties of single-amino-acid sub- stitutions for obtaining the higher scFv titres, we first assessed the correlation between the scFv titres and the changes ... | paragraph: Thus, it appears that each of the seven MFα signal peptide sub- stitutions that elevate the titres of secreted protein also lower the hydrophobicity of the signal peptide (Fig. 4).",false
doc_0167,doc_0167.pdf,p3_b0032,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: The supernatant filtrated through 0.22 μm membrane was subjected to a Rezex ROA-Organic Acid H+ column (Phenomenex Inc., CA, USA) and a refractive index detector for analysis at 5... | paragraph: coli Strains and Plasmids Used in this Study strains or source strains DH5α F−, φ80d, lacZΔM15, endA1, recA1, hsdR17 (rK−mK−), supE44, thi-1, gyrA96, relA1, Δ (lacZYAargF)U169 Inv...",true
doc_0170,doc_0170.pdf,p2_b0016,table_caption,paragraph,Table S1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: Bacterial Strains, Media, and Culture Conditions. The bacterial strains used in this study are listed in | paragraph: coli DH5α was used as a host for recombinant DNA manipulation and plasmid construction. E. coli BL21(DE3) and derived strains were used for LNT II production. All strains were gro...",true
doc_0172,doc_0172.pdf,p2_b0021,table_caption,paragraph,Table S1. The E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: Construction of Recombinant Plasmids and Strains. The E. coli strains used in this work are summarized in | paragraph: coli DH5α host strain was applied for gene cloning and plasmid reconstruction. The E. coli BL21(DE3) host strain was applied for the construction of the metabolically engineered s...,true
doc_0183,doc_0183.pdf,p3_b0030,figure_caption,paragraph,FIGURE 1 3 of 12,demote_to_paragraph,phase5d3_page_header_footer_caption_fragment,Sign-off safe_to_demote and caption matches exact page-header/footer fragment pattern.,medium,false,safe_to_demote,"paragraph: The mut10 was prepared using the expression and purifi- cation method of the CH2 domain (Oyama, Ohkuri, Ochi, et al., 2021) (Figure 1c,d). The CH2 domain and mut10 were monomers i... | paragraph: When a peptide has absorption at 280 nm, it indicates presence a tryptophan or tyrosine residue (Figure 3f). It was found that the peptides in mut10 only had absorption at 280 nm....",true
doc_0183,doc_0183.pdf,p5_b0047,figure_caption,paragraph,FIGURE 3 5 of 12,demote_to_paragraph,phase5d3_page_header_footer_caption_fragment,Sign-off safe_to_demote and caption matches exact page-header/footer fragment pattern.,medium,false,safe_to_demote,figure_caption: FIGURE 1 CH2 domain mutant design and purification. (a) The structure of isolated CH2 domain (Protein Data Bank: 3DJ9). Cys261 and Cys321 form the native disulfide bond (highlight... | title: # Suppression of CH2 domain aggregation by introducing new disulfide bond,true
doc_0183,doc_0183.pdf,p7_b0062,figure_caption,paragraph,FIGURE 4 7 of 12,demote_to_paragraph,phase5d3_page_header_footer_caption_fragment,Sign-off safe_to_demote and caption matches exact page-header/footer fragment pattern.,medium,false,safe_to_demote,"paragraph: Comparison of peptide mapping of mut10 under non-reducing conditions (green line) and reducing conditions (black line). (c) was detected at 215 nm and (d) was detected at 280 nm. ... | paragraph: mut20. Mut10 exhibited greater light scattering compared to mut20. From these results, it was suggested that aggre- gation of mut25 was the lowest among all mutants of the CH2 dom...",true
doc_0190,doc_0190.pdf,p6_b0069,table_caption,table_caption,Table 1. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: 6 of 19 | subsection_heading: ### Promoters,false
doc_0190,doc_0190.pdf,p10_b0121,table_caption,table_caption,Table 2. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: 10 of 19 | subsection_heading: ### Classification,false
doc_0192,doc_0192.pdf,p3_b0027,table_caption,paragraph,Table 2. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: products.15 Therefore, the UDP-GlcNAc pathway is conducive to NeuAc synthesis in Escherichia coli. In the UDP-GlcNAc pathway, the metabolic intermediate fructose-6-phosphate (Fru6... | paragraph: coli Plasmids and Strains Used in This Study plasmids and strains characteristics source Plasmids pRSFDuet-1 Two T7 promoters, RSF1030 replicon, KanR, high copy number (∼100 copie...",true
doc_0192,doc_0192.pdf,p4_b0038,table_caption,paragraph,Table 2. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: Microorganisms and Cultivation Conditions. All strains used in this study are listed in | paragraph: coli JM109 was used for plasmid construction and propagation. E. coli BL21(DE3) was used as the initial host strain for construction of the NeuAc synthetic pathway. E. coli cells ...,true
doc_0195,doc_0195.pdf,p3_b0027,table_caption,paragraph,Table 2. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: products.15 Therefore, the UDP-GlcNAc pathway is conducive to NeuAc synthesis in Escherichia coli. In the UDP-GlcNAc pathway, the metabolic intermediate fructose-6-phosphate (Fru6... | paragraph: coli Plasmids and Strains Used in This Study plasmids and strains characteristics source Plasmids pRSFDuet-1 Two T7 promoters, RSF1030 replicon, KanR, high copy number (∼100 copie...",true
